year,month,capacity_hm3,reservoir
1998,enero,23.891,RioCofio_LaAcena
1998,febrero,23.816,RioCofio_LaAcena
1998,marzo,23.245,RioCofio_LaAcena
1998,abril,23.35,RioCofio_LaAcena
1998,mayo,23.678,RioCofio_LaAcena
1998,junio,21.947,RioCofio_LaAcena
1998,julio,18.924,RioCofio_LaAcena
1998,agosto,15.802,RioCofio_LaAcena
1998,septiembre,13.085,RioCofio_LaAcena
1998,octubre,11.208,RioCofio_LaAcena
1998,noviembre,9.802,RioCofio_LaAcena
1998,diciembre,8.315,RioCofio_LaAcena
1999,enero,9.5,RioCofio_LaAcena
1999,febrero,11.823,RioCofio_LaAcena
1999,marzo,12.75,RioCofio_LaAcena
1999,abril,11.733,RioCofio_LaAcena
1999,mayo,12.366,RioCofio_LaAcena
1999,junio,9.996,RioCofio_LaAcena
1999,julio,5.747,RioCofio_LaAcena
1999,agosto,3.866,RioCofio_LaAcena
1999,septiembre,3.627,RioCofio_LaAcena
1999,octubre,3.807,RioCofio_LaAcena
1999,noviembre,4.668,RioCofio_LaAcena
1999,diciembre,6.1,RioCofio_LaAcena
2000,enero,7.496,RioCofio_LaAcena
2000,febrero,7.807,RioCofio_LaAcena
2000,marzo,7.392,RioCofio_LaAcena
2000,abril,12.366,RioCofio_LaAcena
2000,mayo,16.081,RioCofio_LaAcena
2000,junio,16.345,RioCofio_LaAcena
2000,julio,13.829,RioCofio_LaAcena
2000,agosto,11.786,RioCofio_LaAcena
2000,septiembre,10.891,RioCofio_LaAcena
2000,octubre,6.508,RioCofio_LaAcena
2000,noviembre,6.637,RioCofio_LaAcena
2000,diciembre,12.814,RioCofio_LaAcena
2001,enero,23.625,RioCofio_LaAcena
2001,febrero,23.763,RioCofio_LaAcena
2001,marzo,23.795,RioCofio_LaAcena
2001,abril,23.742,RioCofio_LaAcena
2001,mayo,23.721,RioCofio_LaAcena
2001,junio,23.488,RioCofio_LaAcena
2001,julio,17.716,RioCofio_LaAcena
2001,agosto,15.242,RioCofio_LaAcena
2001,septiembre,14.979,RioCofio_LaAcena
2001,octubre,15.005,RioCofio_LaAcena
2001,noviembre,14.988,RioCofio_LaAcena
2001,diciembre,15.014,RioCofio_LaAcena
2002,enero,14.71,RioCofio_LaAcena
2002,febrero,12.997,RioCofio_LaAcena
2002,marzo,14.953,RioCofio_LaAcena
2002,abril,16.345,RioCofio_LaAcena
2002,mayo,17.51,RioCofio_LaAcena
2002,junio,12.973,RioCofio_LaAcena
2002,julio,7.706,RioCofio_LaAcena
2002,agosto,4.094,RioCofio_LaAcena
2002,septiembre,6.758,RioCofio_LaAcena
2002,octubre,5.508,RioCofio_LaAcena
2002,noviembre,7.12,RioCofio_LaAcena
2002,diciembre,13.352,RioCofio_LaAcena
2003,enero,17.131,RioCofio_LaAcena
2003,febrero,20.927,RioCofio_LaAcena
2003,marzo,23.912,RioCofio_LaAcena
2003,abril,23.816,RioCofio_LaAcena
2003,mayo,22.771,RioCofio_LaAcena
2003,junio,19.786,RioCofio_LaAcena
2003,julio,14.753,RioCofio_LaAcena
2003,agosto,10.963,RioCofio_LaAcena
2003,septiembre,9.135,RioCofio_LaAcena
2003,octubre,9.976,RioCofio_LaAcena
2003,noviembre,14.84,RioCofio_LaAcena
2003,diciembre,22.687,RioCofio_LaAcena
2004,enero,23.298,RioCofio_LaAcena
2004,febrero,23.519,RioCofio_LaAcena
2004,marzo,23.562,RioCofio_LaAcena
2004,abril,23.371,RioCofio_LaAcena
2004,mayo,23.71,RioCofio_LaAcena
2004,junio,22.363,RioCofio_LaAcena
2004,julio,18.641,RioCofio_LaAcena
2004,agosto,15.11,RioCofio_LaAcena
2004,septiembre,13.581,RioCofio_LaAcena
2004,octubre,12.973,RioCofio_LaAcena
2004,noviembre,12.853,RioCofio_LaAcena
2004,diciembre,14.962,RioCofio_LaAcena
2005,enero,15.775,RioCofio_LaAcena
2005,febrero,16.336,RioCofio_LaAcena
2005,marzo,19.15,RioCofio_LaAcena
2005,abril,20.51,RioCofio_LaAcena
2005,mayo,18.641,RioCofio_LaAcena
2005,junio,14.436,RioCofio_LaAcena
2005,julio,9.789,RioCofio_LaAcena
2005,agosto,9.103,RioCofio_LaAcena
2005,septiembre,7.162,RioCofio_LaAcena
2005,octubre,5.548,RioCofio_LaAcena
2005,noviembre,6.318,RioCofio_LaAcena
2005,diciembre,5.769,RioCofio_LaAcena
2006,enero,5.662,RioCofio_LaAcena
2006,febrero,6.299,RioCofio_LaAcena
2006,marzo,10.643,RioCofio_LaAcena
2006,abril,11.793,RioCofio_LaAcena
2006,mayo,11.899,RioCofio_LaAcena
2006,junio,9.455,RioCofio_LaAcena
2006,julio,8.959,RioCofio_LaAcena
2006,agosto,7.199,RioCofio_LaAcena
2006,septiembre,5.974,RioCofio_LaAcena
2006,octubre,6.218,RioCofio_LaAcena
2006,noviembre,12.877,RioCofio_LaAcena
2006,diciembre,15.909,RioCofio_LaAcena
2007,enero,16.574,RioCofio_LaAcena
2007,febrero,18.592,RioCofio_LaAcena
2007,marzo,19.806,RioCofio_LaAcena
2007,abril,21.823,RioCofio_LaAcena
2007,mayo,23.551,RioCofio_LaAcena
2007,junio,23.224,RioCofio_LaAcena
2007,julio,22.489,RioCofio_LaAcena
2007,agosto,19.646,RioCofio_LaAcena
2007,septiembre,16.327,RioCofio_LaAcena
2007,octubre,15.837,RioCofio_LaAcena
2007,noviembre,15.489,RioCofio_LaAcena
2007,diciembre,15.259,RioCofio_LaAcena
2008,enero,13.491,RioCofio_LaAcena
2008,febrero,14.427,RioCofio_LaAcena
2008,marzo,14.883,RioCofio_LaAcena
2008,abril,18.156,RioCofio_LaAcena
2008,mayo,21.255,RioCofio_LaAcena
2008,junio,23.245,RioCofio_LaAcena
2008,julio,21.791,RioCofio_LaAcena
2008,agosto,20.137,RioCofio_LaAcena
2008,septiembre,17.669,RioCofio_LaAcena
2008,octubre,17.602,RioCofio_LaAcena
2008,noviembre,16.62,RioCofio_LaAcena
2008,diciembre,17.859,RioCofio_LaAcena
2009,enero,19.646,RioCofio_LaAcena
2009,febrero,23.013,RioCofio_LaAcena
2009,marzo,23.541,RioCofio_LaAcena
2009,abril,22.677,RioCofio_LaAcena
2009,mayo,20.887,RioCofio_LaAcena
2009,junio,18.767,RioCofio_LaAcena
2009,julio,16.244,RioCofio_LaAcena
2009,agosto,12.909,RioCofio_LaAcena
2009,septiembre,12.297,RioCofio_LaAcena
2009,octubre,10.037,RioCofio_LaAcena
2009,noviembre,9.67,RioCofio_LaAcena
2009,diciembre,9.598,RioCofio_LaAcena
2010,enero,9.822,RioCofio_LaAcena
2010,febrero,11.509,RioCofio_LaAcena
2010,marzo,15.703,RioCofio_LaAcena
2010,abril,17.488,RioCofio_LaAcena
2010,mayo,18.195,RioCofio_LaAcena
2010,junio,15.819,RioCofio_LaAcena
2010,julio,15.092,RioCofio_LaAcena
2010,agosto,11.311,RioCofio_LaAcena
2010,septiembre,7.512,RioCofio_LaAcena
2010,octubre,6.342,RioCofio_LaAcena
2010,noviembre,6.128,RioCofio_LaAcena
2010,diciembre,8.012,RioCofio_LaAcena
2011,enero,11.013,RioCofio_LaAcena
2011,febrero,12.628,RioCofio_LaAcena
2011,marzo,19.776,RioCofio_LaAcena
2011,abril,23.7,RioCofio_LaAcena
2011,mayo,23.583,RioCofio_LaAcena
2011,junio,21.647,RioCofio_LaAcena
2011,julio,19.433,RioCofio_LaAcena
2011,agosto,17.319,RioCofio_LaAcena
2011,septiembre,15.321,RioCofio_LaAcena
2011,octubre,13.36,RioCofio_LaAcena
2011,noviembre,13.499,RioCofio_LaAcena
2011,diciembre,13.693,RioCofio_LaAcena
2012,enero,13.417,RioCofio_LaAcena
2012,febrero,12.941,RioCofio_LaAcena
2012,marzo,12.043,RioCofio_LaAcena
2012,abril,11.801,RioCofio_LaAcena
2012,mayo,12.066,RioCofio_LaAcena
2012,junio,11.435,RioCofio_LaAcena
2012,julio,9.996,RioCofio_LaAcena
2012,agosto,7.392,RioCofio_LaAcena
2012,septiembre,6.357,RioCofio_LaAcena
2012,octubre,6.081,RioCofio_LaAcena
2012,noviembre,7.915,RioCofio_LaAcena
2012,diciembre,8.578,RioCofio_LaAcena
2013,enero,11.049,RioCofio_LaAcena
2013,febrero,14.224,RioCofio_LaAcena
2013,marzo,23.34,RioCofio_LaAcena
2013,abril,23.615,RioCofio_LaAcena
2013,mayo,23.16,RioCofio_LaAcena
2013,junio,21.667,RioCofio_LaAcena
2013,julio,18.797,RioCofio_LaAcena
2013,agosto,16.217,RioCofio_LaAcena
2013,septiembre,14.659,RioCofio_LaAcena
2013,octubre,13.838,RioCofio_LaAcena
2013,noviembre,12.514,RioCofio_LaAcena
2013,diciembre,11.259,RioCofio_LaAcena
2014,enero,13.921,RioCofio_LaAcena
2014,febrero,18.592,RioCofio_LaAcena
2014,marzo,21.667,RioCofio_LaAcena
2014,abril,23.562,RioCofio_LaAcena
2014,mayo,22.061,RioCofio_LaAcena
2014,junio,19.976,RioCofio_LaAcena
2014,julio,17.253,RioCofio_LaAcena
2014,agosto,14.41,RioCofio_LaAcena
2014,septiembre,12.64,RioCofio_LaAcena
2014,octubre,11.921,RioCofio_LaAcena
2014,noviembre,15.64,RioCofio_LaAcena
2014,diciembre,19.447,RioCofio_LaAcena
2015,enero,20.744,RioCofio_LaAcena
2015,febrero,23.319,RioCofio_LaAcena
2015,marzo,22.687,RioCofio_LaAcena
2015,abril,22.593,RioCofio_LaAcena
2015,mayo,21.709,RioCofio_LaAcena
2015,junio,19.229,RioCofio_LaAcena
2015,julio,16.263,RioCofio_LaAcena
2015,agosto,13.507,RioCofio_LaAcena
2015,septiembre,13.077,RioCofio_LaAcena
2015,octubre,12.869,RioCofio_LaAcena
2015,noviembre,12.941,RioCofio_LaAcena
2015,diciembre,11.274,RioCofio_LaAcena
2016,enero,12.112,RioCofio_LaAcena
2016,febrero,13.838,RioCofio_LaAcena
2016,marzo,17.187,RioCofio_LaAcena
2016,abril,21.698,RioCofio_LaAcena
2016,mayo,23.657,RioCofio_LaAcena
2016,junio,23.076,RioCofio_LaAcena
2016,julio,21.224,RioCofio_LaAcena
2016,agosto,18.904,RioCofio_LaAcena
2016,septiembre,15.846,RioCofio_LaAcena
2016,octubre,15.33,RioCofio_LaAcena
2016,noviembre,15.189,RioCofio_LaAcena
2016,diciembre,18.826,RioCofio_LaAcena
2017,enero,19.368,RioCofio_LaAcena
2017,febrero,23.255,RioCofio_LaAcena
2017,marzo,21.492,RioCofio_LaAcena
2017,abril,21.009,RioCofio_LaAcena
2017,mayo,19.487,RioCofio_LaAcena
2017,junio,16.907,RioCofio_LaAcena
2017,julio,14.849,RioCofio_LaAcena
2017,agosto,12.074,RioCofio_LaAcena
2017,septiembre,10.227,RioCofio_LaAcena
2017,octubre,8.59,RioCofio_LaAcena
2017,noviembre,7.026,RioCofio_LaAcena
2017,diciembre,5.773,RioCofio_LaAcena
2018,enero,5.548,RioCofio_LaAcena
2018,febrero,6.518,RioCofio_LaAcena
2018,marzo,15.631,RioCofio_LaAcena
2018,abril,19.467,RioCofio_LaAcena
2018,mayo,20.379,RioCofio_LaAcena
2018,junio,21.461,RioCofio_LaAcena
2018,julio,19.526,RioCofio_LaAcena
2018,agosto,16.126,RioCofio_LaAcena
2018,septiembre,13.623,RioCofio_LaAcena
2018,octubre,11.748,RioCofio_LaAcena
2018,noviembre,12.869,RioCofio_LaAcena
2018,diciembre,13.672,RioCofio_LaAcena
2019,enero,13.222,RioCofio_LaAcena
2019,febrero,13.109,RioCofio_LaAcena
2019,marzo,12.166,RioCofio_LaAcena
2019,abril,10.77,RioCofio_LaAcena
2019,mayo,9.716,RioCofio_LaAcena
2019,junio,8.458,RioCofio_LaAcena
2019,julio,6.607,RioCofio_LaAcena
2019,agosto,5.182,RioCofio_LaAcena
2019,septiembre,4.124,RioCofio_LaAcena
2019,octubre,3.193,RioCofio_LaAcena
2019,noviembre,3.592,RioCofio_LaAcena
2019,diciembre,7.628,RioCofio_LaAcena
2020,enero,9.154,RioCofio_LaAcena
2020,febrero,10.406,RioCofio_LaAcena
2020,marzo,11.34,RioCofio_LaAcena
2020,abril,16.226,RioCofio_LaAcena
2020,mayo,17.441,RioCofio_LaAcena
2020,junio,16.954,RioCofio_LaAcena
2020,julio,15.48,RioCofio_LaAcena
2020,agosto,13.788,RioCofio_LaAcena
2020,septiembre,12.02,RioCofio_LaAcena
2020,octubre,11.369,RioCofio_LaAcena
2020,noviembre,15.596,RioCofio_LaAcena
2020,diciembre,19.546,RioCofio_LaAcena
2021,enero,23.477,RioCofio_LaAcena
2021,febrero,23.414,RioCofio_LaAcena
2021,marzo,23.731,RioCofio_LaAcena
1998,enero,38.413,RioGuadalix_Pedrezuela
1998,febrero,38.104,RioGuadalix_Pedrezuela
1998,marzo,33.449,RioGuadalix_Pedrezuela
1998,abril,27.848,RioGuadalix_Pedrezuela
1998,mayo,23.009,RioGuadalix_Pedrezuela
1998,junio,21.13,RioGuadalix_Pedrezuela
1998,julio,14.083,RioGuadalix_Pedrezuela
1998,agosto,13.737,RioGuadalix_Pedrezuela
1998,septiembre,12.905,RioGuadalix_Pedrezuela
1998,octubre,10.461,RioGuadalix_Pedrezuela
1998,noviembre,9.17,RioGuadalix_Pedrezuela
1998,diciembre,7.679,RioGuadalix_Pedrezuela
1999,enero,6.745,RioGuadalix_Pedrezuela
1999,febrero,7.182,RioGuadalix_Pedrezuela
1999,marzo,6.22,RioGuadalix_Pedrezuela
1999,abril,4.874,RioGuadalix_Pedrezuela
1999,mayo,5.96,RioGuadalix_Pedrezuela
1999,junio,5.735,RioGuadalix_Pedrezuela
1999,julio,5.614,RioGuadalix_Pedrezuela
1999,agosto,5.43,RioGuadalix_Pedrezuela
1999,septiembre,5.395,RioGuadalix_Pedrezuela
1999,octubre,8.807,RioGuadalix_Pedrezuela
1999,noviembre,9.739,RioGuadalix_Pedrezuela
1999,diciembre,9.311,RioGuadalix_Pedrezuela
2000,enero,11.061,RioGuadalix_Pedrezuela
2000,febrero,13.737,RioGuadalix_Pedrezuela
2000,marzo,14.083,RioGuadalix_Pedrezuela
2000,abril,26.293,RioGuadalix_Pedrezuela
2000,mayo,30.875,RioGuadalix_Pedrezuela
2000,junio,22.549,RioGuadalix_Pedrezuela
2000,julio,16.02,RioGuadalix_Pedrezuela
2000,agosto,15.644,RioGuadalix_Pedrezuela
2000,septiembre,15.399,RioGuadalix_Pedrezuela
2000,octubre,15.278,RioGuadalix_Pedrezuela
2000,noviembre,15.118,RioGuadalix_Pedrezuela
2000,diciembre,33.339,RioGuadalix_Pedrezuela
2001,enero,35.033,RioGuadalix_Pedrezuela
2001,febrero,35.033,RioGuadalix_Pedrezuela
2001,marzo,36.841,RioGuadalix_Pedrezuela
2001,abril,34.81,RioGuadalix_Pedrezuela
2001,mayo,29.629,RioGuadalix_Pedrezuela
2001,junio,18.248,RioGuadalix_Pedrezuela
2001,julio,11.871,RioGuadalix_Pedrezuela
2001,agosto,11.662,RioGuadalix_Pedrezuela
2001,septiembre,11.53,RioGuadalix_Pedrezuela
2001,octubre,12.132,RioGuadalix_Pedrezuela
2001,noviembre,11.574,RioGuadalix_Pedrezuela
2001,diciembre,11.006,RioGuadalix_Pedrezuela
2002,enero,10.749,RioGuadalix_Pedrezuela
2002,febrero,6.82,RioGuadalix_Pedrezuela
2002,marzo,10.271,RioGuadalix_Pedrezuela
2002,abril,13.228,RioGuadalix_Pedrezuela
2002,mayo,14.999,RioGuadalix_Pedrezuela
2002,junio,13.383,RioGuadalix_Pedrezuela
2002,julio,10.816,RioGuadalix_Pedrezuela
2002,agosto,10.696,RioGuadalix_Pedrezuela
2002,septiembre,10.723,RioGuadalix_Pedrezuela
2002,octubre,10.385,RioGuadalix_Pedrezuela
2002,noviembre,11.061,RioGuadalix_Pedrezuela
2002,diciembre,24.249,RioGuadalix_Pedrezuela
2003,enero,29.732,RioGuadalix_Pedrezuela
2003,febrero,34.182,RioGuadalix_Pedrezuela
2003,marzo,37.375,RioGuadalix_Pedrezuela
2003,abril,35.744,RioGuadalix_Pedrezuela
2003,mayo,29.017,RioGuadalix_Pedrezuela
2003,junio,16.82,RioGuadalix_Pedrezuela
2003,julio,8.305,RioGuadalix_Pedrezuela
2003,agosto,8.187,RioGuadalix_Pedrezuela
2003,septiembre,8.352,RioGuadalix_Pedrezuela
2003,octubre,13.453,RioGuadalix_Pedrezuela
2003,noviembre,32.759,RioGuadalix_Pedrezuela
2003,diciembre,34.071,RioGuadalix_Pedrezuela
2004,enero,34.182,RioGuadalix_Pedrezuela
2004,febrero,34.588,RioGuadalix_Pedrezuela
2004,marzo,36.196,RioGuadalix_Pedrezuela
2004,abril,36.234,RioGuadalix_Pedrezuela
2004,mayo,37.489,RioGuadalix_Pedrezuela
2004,junio,28.379,RioGuadalix_Pedrezuela
2004,julio,19.277,RioGuadalix_Pedrezuela
2004,agosto,18.928,RioGuadalix_Pedrezuela
2004,septiembre,18.756,RioGuadalix_Pedrezuela
2004,octubre,18.732,RioGuadalix_Pedrezuela
2004,noviembre,15.915,RioGuadalix_Pedrezuela
2004,diciembre,14.4,RioGuadalix_Pedrezuela
2005,enero,11.751,RioGuadalix_Pedrezuela
2005,febrero,9.191,RioGuadalix_Pedrezuela
2005,marzo,7.463,RioGuadalix_Pedrezuela
2005,abril,7.116,RioGuadalix_Pedrezuela
2005,mayo,7.416,RioGuadalix_Pedrezuela
2005,junio,7.432,RioGuadalix_Pedrezuela
2005,julio,7.263,RioGuadalix_Pedrezuela
2005,agosto,7.108,RioGuadalix_Pedrezuela
2005,septiembre,7.05,RioGuadalix_Pedrezuela
2005,octubre,7.432,RioGuadalix_Pedrezuela
2005,noviembre,9.857,RioGuadalix_Pedrezuela
2005,diciembre,11.061,RioGuadalix_Pedrezuela
2006,enero,10.992,RioGuadalix_Pedrezuela
2006,febrero,8.493,RioGuadalix_Pedrezuela
2006,marzo,16.578,RioGuadalix_Pedrezuela
2006,abril,19.862,RioGuadalix_Pedrezuela
2006,mayo,15.624,RioGuadalix_Pedrezuela
2006,junio,13.057,RioGuadalix_Pedrezuela
2006,julio,12.839,RioGuadalix_Pedrezuela
2006,agosto,12.528,RioGuadalix_Pedrezuela
2006,septiembre,12.352,RioGuadalix_Pedrezuela
2006,octubre,15.258,RioGuadalix_Pedrezuela
2006,noviembre,34.662,RioGuadalix_Pedrezuela
2006,diciembre,35.332,RioGuadalix_Pedrezuela
2007,enero,32.22,RioGuadalix_Pedrezuela
2007,febrero,32.256,RioGuadalix_Pedrezuela
2007,marzo,32.328,RioGuadalix_Pedrezuela
2007,abril,33.339,RioGuadalix_Pedrezuela
2007,mayo,31.015,RioGuadalix_Pedrezuela
2007,junio,27.193,RioGuadalix_Pedrezuela
2007,julio,26.708,RioGuadalix_Pedrezuela
2007,agosto,26.07,RioGuadalix_Pedrezuela
2007,septiembre,25.661,RioGuadalix_Pedrezuela
2007,octubre,25.693,RioGuadalix_Pedrezuela
2007,noviembre,24.461,RioGuadalix_Pedrezuela
2007,diciembre,21.733,RioGuadalix_Pedrezuela
2008,enero,18.756,RioGuadalix_Pedrezuela
2008,febrero,16.931,RioGuadalix_Pedrezuela
2008,marzo,14.287,RioGuadalix_Pedrezuela
2008,abril,21.623,RioGuadalix_Pedrezuela
2008,mayo,26.998,RioGuadalix_Pedrezuela
2008,junio,28.814,RioGuadalix_Pedrezuela
2008,julio,28.279,RioGuadalix_Pedrezuela
2008,agosto,27.65,RioGuadalix_Pedrezuela
2008,septiembre,27.454,RioGuadalix_Pedrezuela
2008,octubre,28.245,RioGuadalix_Pedrezuela
2008,noviembre,27.356,RioGuadalix_Pedrezuela
2008,diciembre,28.814,RioGuadalix_Pedrezuela
2009,enero,30.631,RioGuadalix_Pedrezuela
2009,febrero,35.744,RioGuadalix_Pedrezuela
2009,marzo,34.847,RioGuadalix_Pedrezuela
2009,abril,29.152,RioGuadalix_Pedrezuela
2009,mayo,23.183,RioGuadalix_Pedrezuela
2009,junio,20.541,RioGuadalix_Pedrezuela
2009,julio,20.043,RioGuadalix_Pedrezuela
2009,agosto,19.606,RioGuadalix_Pedrezuela
2009,septiembre,19.277,RioGuadalix_Pedrezuela
2009,octubre,19.177,RioGuadalix_Pedrezuela
2009,noviembre,18.781,RioGuadalix_Pedrezuela
2009,diciembre,16.211,RioGuadalix_Pedrezuela
2010,enero,19.378,RioGuadalix_Pedrezuela
2010,febrero,24.826,RioGuadalix_Pedrezuela
2010,marzo,33.158,RioGuadalix_Pedrezuela
2010,abril,34.292,RioGuadalix_Pedrezuela
2010,mayo,31.297,RioGuadalix_Pedrezuela
2010,junio,28.212,RioGuadalix_Pedrezuela
2010,julio,27.617,RioGuadalix_Pedrezuela
2010,agosto,26.966,RioGuadalix_Pedrezuela
2010,septiembre,26.644,RioGuadalix_Pedrezuela
2010,octubre,26.805,RioGuadalix_Pedrezuela
2010,noviembre,27.323,RioGuadalix_Pedrezuela
2010,diciembre,33.303,RioGuadalix_Pedrezuela
2011,enero,35.519,RioGuadalix_Pedrezuela
2011,febrero,36.234,RioGuadalix_Pedrezuela
2011,marzo,38.066,RioGuadalix_Pedrezuela
2011,abril,38.723,RioGuadalix_Pedrezuela
2011,mayo,39.58,RioGuadalix_Pedrezuela
2011,junio,38.22,RioGuadalix_Pedrezuela
2011,julio,36.688,RioGuadalix_Pedrezuela
2011,agosto,35.97,RioGuadalix_Pedrezuela
2011,septiembre,35.369,RioGuadalix_Pedrezuela
2011,octubre,33.814,RioGuadalix_Pedrezuela
2011,noviembre,33.631,RioGuadalix_Pedrezuela
2011,diciembre,29.903,RioGuadalix_Pedrezuela
2012,enero,24.673,RioGuadalix_Pedrezuela
2012,febrero,19.785,RioGuadalix_Pedrezuela
2012,marzo,16.361,RioGuadalix_Pedrezuela
2012,abril,16.535,RioGuadalix_Pedrezuela
2012,mayo,16.426,RioGuadalix_Pedrezuela
2012,junio,12.905,RioGuadalix_Pedrezuela
2012,julio,12.415,RioGuadalix_Pedrezuela
2012,agosto,11.932,RioGuadalix_Pedrezuela
2012,septiembre,11.811,RioGuadalix_Pedrezuela
2012,octubre,11.314,RioGuadalix_Pedrezuela
2012,noviembre,12.528,RioGuadalix_Pedrezuela
2012,diciembre,13.348,RioGuadalix_Pedrezuela
2013,enero,16.557,RioGuadalix_Pedrezuela
2013,febrero,24.34,RioGuadalix_Pedrezuela
2013,marzo,37.528,RioGuadalix_Pedrezuela
2013,abril,38.027,RioGuadalix_Pedrezuela
2013,mayo,37.796,RioGuadalix_Pedrezuela
2013,junio,35.407,RioGuadalix_Pedrezuela
2013,julio,32.723,RioGuadalix_Pedrezuela
2013,agosto,31.935,RioGuadalix_Pedrezuela
2013,septiembre,31.403,RioGuadalix_Pedrezuela
2013,octubre,31.935,RioGuadalix_Pedrezuela
2013,noviembre,32.042,RioGuadalix_Pedrezuela
2013,diciembre,31.863,RioGuadalix_Pedrezuela
2014,enero,37.451,RioGuadalix_Pedrezuela
2014,febrero,36.083,RioGuadalix_Pedrezuela
2014,marzo,37.489,RioGuadalix_Pedrezuela
2014,abril,36.234,RioGuadalix_Pedrezuela
2014,mayo,32.006,RioGuadalix_Pedrezuela
2014,junio,26.966,RioGuadalix_Pedrezuela
2014,julio,22.181,RioGuadalix_Pedrezuela
2014,agosto,21.623,RioGuadalix_Pedrezuela
2014,septiembre,21.239,RioGuadalix_Pedrezuela
2014,octubre,21.845,RioGuadalix_Pedrezuela
2014,noviembre,29.526,RioGuadalix_Pedrezuela
2014,diciembre,35.332,RioGuadalix_Pedrezuela
2015,enero,33.814,RioGuadalix_Pedrezuela
2015,febrero,34.922,RioGuadalix_Pedrezuela
2015,marzo,37.451,RioGuadalix_Pedrezuela
2015,abril,35.182,RioGuadalix_Pedrezuela
2015,mayo,28.949,RioGuadalix_Pedrezuela
2015,junio,22.378,RioGuadalix_Pedrezuela
2015,julio,19.052,RioGuadalix_Pedrezuela
2015,agosto,18.32,RioGuadalix_Pedrezuela
2015,septiembre,17.869,RioGuadalix_Pedrezuela
2015,octubre,17.916,RioGuadalix_Pedrezuela
2015,noviembre,18.854,RioGuadalix_Pedrezuela
2015,diciembre,19.052,RioGuadalix_Pedrezuela
2016,enero,21.212,RioGuadalix_Pedrezuela
2016,febrero,28.512,RioGuadalix_Pedrezuela
2016,marzo,34.959,RioGuadalix_Pedrezuela
2016,abril,36.575,RioGuadalix_Pedrezuela
2016,mayo,38.336,RioGuadalix_Pedrezuela
2016,junio,35.332,RioGuadalix_Pedrezuela
2016,julio,34.182,RioGuadalix_Pedrezuela
2016,agosto,33.339,RioGuadalix_Pedrezuela
2016,septiembre,32.615,RioGuadalix_Pedrezuela
2016,octubre,32.507,RioGuadalix_Pedrezuela
2016,noviembre,33.085,RioGuadalix_Pedrezuela
2016,diciembre,34.959,RioGuadalix_Pedrezuela
2017,enero,30.91,RioGuadalix_Pedrezuela
2017,febrero,34.218,RioGuadalix_Pedrezuela
2017,marzo,33.887,RioGuadalix_Pedrezuela
2017,abril,31.863,RioGuadalix_Pedrezuela
2017,mayo,28.949,RioGuadalix_Pedrezuela
2017,junio,25.724,RioGuadalix_Pedrezuela
2017,julio,25.102,RioGuadalix_Pedrezuela
2017,agosto,24.37,RioGuadalix_Pedrezuela
2017,septiembre,23.712,RioGuadalix_Pedrezuela
2017,octubre,23.359,RioGuadalix_Pedrezuela
2017,noviembre,23.067,RioGuadalix_Pedrezuela
2017,diciembre,22.98,RioGuadalix_Pedrezuela
2018,enero,23.446,RioGuadalix_Pedrezuela
2018,febrero,20.225,RioGuadalix_Pedrezuela
2018,marzo,36.385,RioGuadalix_Pedrezuela
2018,abril,36.234,RioGuadalix_Pedrezuela
2018,mayo,37.031,RioGuadalix_Pedrezuela
2018,junio,38.027,RioGuadalix_Pedrezuela
2018,julio,37.145,RioGuadalix_Pedrezuela
2018,agosto,36.234,RioGuadalix_Pedrezuela
2018,septiembre,35.669,RioGuadalix_Pedrezuela
2018,octubre,35.519,RioGuadalix_Pedrezuela
2018,noviembre,35.706,RioGuadalix_Pedrezuela
2018,diciembre,33.376,RioGuadalix_Pedrezuela
2019,enero,30.7,RioGuadalix_Pedrezuela
2019,febrero,30.526,RioGuadalix_Pedrezuela
2019,marzo,26.934,RioGuadalix_Pedrezuela
2019,abril,24.37,RioGuadalix_Pedrezuela
2019,mayo,19.52,RioGuadalix_Pedrezuela
2019,junio,17.383,RioGuadalix_Pedrezuela
2019,julio,16.71,RioGuadalix_Pedrezuela
2019,agosto,16.126,RioGuadalix_Pedrezuela
2019,septiembre,15.852,RioGuadalix_Pedrezuela
2019,octubre,15.583,RioGuadalix_Pedrezuela
2019,noviembre,15.873,RioGuadalix_Pedrezuela
2019,diciembre,20.995,RioGuadalix_Pedrezuela
2020,enero,22.951,RioGuadalix_Pedrezuela
2020,febrero,30.318,RioGuadalix_Pedrezuela
2020,marzo,32.185,RioGuadalix_Pedrezuela
2020,abril,37.528,RioGuadalix_Pedrezuela
2020,mayo,37.451,RioGuadalix_Pedrezuela
2020,junio,35.444,RioGuadalix_Pedrezuela
2020,julio,32.292,RioGuadalix_Pedrezuela
2020,agosto,30.179,RioGuadalix_Pedrezuela
2020,septiembre,29.051,RioGuadalix_Pedrezuela
2020,octubre,29.561,RioGuadalix_Pedrezuela
2020,noviembre,32.256,RioGuadalix_Pedrezuela
2020,diciembre,33.851,RioGuadalix_Pedrezuela
2021,enero,34.108,RioGuadalix_Pedrezuela
2021,febrero,34.477,RioGuadalix_Pedrezuela
2021,marzo,37.489,RioGuadalix_Pedrezuela
1998,enero,6.572,RioGuadarrama-Aulencia_LaJorosa
1998,febrero,6.462,RioGuadarrama-Aulencia_LaJorosa
