year,month,capacity_hm3,reservoir
2018,junio,87.147,RioManzanares_Santillana
2018,julio,79.096,RioManzanares_Santillana
2018,agosto,71.606,RioManzanares_Santillana
2018,septiembre,66.03,RioManzanares_Santillana
2018,octubre,61.997,RioManzanares_Santillana
2018,noviembre,68.616,RioManzanares_Santillana
2018,diciembre,68.616,RioManzanares_Santillana
2019,enero,67.317,RioManzanares_Santillana
2019,febrero,70.015,RioManzanares_Santillana
2019,marzo,71.339,RioManzanares_Santillana
2019,abril,72.856,RioManzanares_Santillana
2019,mayo,66.801,RioManzanares_Santillana
2019,junio,57.135,RioManzanares_Santillana
2019,julio,48.33,RioManzanares_Santillana
2019,agosto,40.701,RioManzanares_Santillana
2019,septiembre,34.256,RioManzanares_Santillana
2019,octubre,29.918,RioManzanares_Santillana
2019,noviembre,33.797,RioManzanares_Santillana
2019,diciembre,51.199,RioManzanares_Santillana
2020,enero,54.007,RioManzanares_Santillana
2020,febrero,57.532,RioManzanares_Santillana
2020,marzo,62.162,RioManzanares_Santillana
2020,abril,79.378,RioManzanares_Santillana
2020,mayo,81.084,RioManzanares_Santillana
2020,junio,76.492,RioManzanares_Santillana
2020,julio,69.751,RioManzanares_Santillana
2020,agosto,64.503,RioManzanares_Santillana
2020,septiembre,61.667,RioManzanares_Santillana
2020,octubre,65.01,RioManzanares_Santillana
2020,noviembre,72.051,RioManzanares_Santillana
2020,diciembre,80.703,RioManzanares_Santillana
2021,enero,84.763,RioManzanares_Santillana
2021,febrero,82.427,RioManzanares_Santillana
2021,marzo,83.103,RioManzanares_Santillana
